symbol,trade_date,rsi,macd,sma_50,sma_200
STK020,2023-06-21,27.36,2.69,265.27,39.27
STK029,2023-06-13,86.98,0.64,48.56,60.8
STK011,2024-11-10,77.72,1.46,68.99,48.34
STK029,2023-08-31,24.4,2.67,32.24,74.47
STK038,2023-10-15,25.45,-3.34,290.99,191.94
STK002,2024-10-16,32.31,-2.08,236.9,38.91
STK011,2023-07-28,44.97,-1.43,123.0,258.74
STK039,2023-12-14,23.02,1.96,224.62,114.38
STK024,2024-09-10,80.1,0.47,50.37,110.17
STK007,2023-11-23,97.21,-0.28,298.02,126.83
STK024,2023-07-15,8.83,-2.63,132.59,115.06
STK001,2023-09-03,31.88,-2.27,44.56,164.15
STK023,2024-10-06,30.55,-2.66,217.73,283.21
STK014,2023-05-18,15.68,1.28,138.61,215.36
STK002,2023-02-20,10.18,-3.87,211.09,105.79
STK036,2023-09-01,42.8,-2.25,82.28,92.87
STK010,2024-11-19,40.31,-3.66,60.93,179.34
STK036,2024-02-24,92.35,4.5,176.18,160.93
STK005,2024-05-31,83.64,4.48,130.36,118.44
STK039,2023-03-17,14.25,-2.37,21.61,224.59
STK007,2024-10-17,14.54,3.05,29.01,198.61
STK019,2023-02-26,62.03,-4.03,99.01,184.58
STK010,2023-04-05,26.41,3.59,48.93,218.42
STK039,2023-04-04,78.93,2.84,99.58,66.06
STK010,2023-10-06,78.92,2.3,136.15,68.62
STK020,2024-07-23,55.19,-0.74,78.36,67.82
STK004,2023-07-11,43.46,-2.82,149.35,35.6
STK030,2023-07-14,96.28,0.65,73.71,203.99
STK001,2023-04-30,94.15,3.92,275.88,44.35
STK006,2024-11-29,35.11,-4.6,277.85,256.65
STK020,2024-03-30,82.34,-1.2,209.07,46.41
STK040,2024-03-02,7.21,-4.46,289.73,233.45
STK017,2024-04-10,22.63,-4.68,87.21,48.37
STK034,2023-09-24,3.52,-4.05,224.92,297.02
STK035,2024-10-21,74.64,4.52,96.05,235.27
STK003,2023-02-21,51.33,4.7,278.47,161.38
STK026,2023-11-21,0.7,4.27,286.16,265.6
STK029,2024-05-14,74.77,-0.94,226.85,111.92
STK035,2023-10-02,61.37,1.79,51.05,99.46
STK029,2024-02-19,52.42,-2.2,133.04,285.15
STK035,2024-07-10,22.95,0.46,279.7,203.57
STK014,2024-12-01,2.81,0.24,174.64,107.24
STK001,2023-06-15,36.58,-3.46,95.08,51.48
STK037,2024-01-16,27.24,-3.79,248.4,225.44
STK016,2024-01-18,17.9,0.93,262.54,146.14
STK013,2024-08-12,1.87,2.54,125.05,144.82
STK033,2024-11-19,15.81,-1.76,255.34,238.87
STK017,2023-07-06,87.57,-2.94,206.6,234.33
STK006,2023-08-01,18.73,3.96,78.81,59.02
STK029,2024-03-21,72.44,0.78,262.9,265.7
STK004,2024-09-09,61.67,0.56,94.74,66.37
STK009,2023-01-31,32.81,2.11,235.03,167.77
STK035,2023-10-12,67.01,3.43,107.55,65.33
STK031,2023-08-13,0.38,0.17,135.1,85.19
STK001,2024-06-02,95.16,1.38,245.85,69.85
STK034,2023-05-01,35.63,-1.75,69.78,145.16
STK028,2024-11-12,98.6,0.17,237.79,179.18
STK030,2024-02-17,95.37,-1.59,45.44,57.86
STK029,2024-08-02,81.14,3.62,160.15,60.43
STK028,2023-07-24,34.69,4.68,116.65,236.9
STK014,2023-05-29,7.17,1.22,112.74,118.24
STK021,2024-05-07,38.84,-4.89,159.21,59.18
STK039,2024-10-17,99.51,-0.78,283.93,292.43
STK040,2024-06-17,36.83,-1.46,196.81,184.49
STK022,2024-03-25,66.28,0.59,134.64,190.7
STK030,2023-06-04,86.73,-3.05,90.0,27.15
STK008,2023-12-05,24.64,-1.96,165.38,72.59
STK003,2023-07-05,42.86,2.87,235.17,163.94
STK038,2024-11-02,17.88,4.58,24.79,262.32
STK036,2023-06-20,5.04,-2.58,116.55,101.71
STK019,2023-03-08,52.82,-2.15,135.73,185.71
STK022,2024-11-27,63.74,3.9,227.08,219.06
STK005,2024-01-18,75.61,-4.46,220.68,137.01
STK030,2023-05-15,7.75,0.52,245.31,61.52
STK035,2023-09-24,20.48,-1.68,150.81,235.3
STK004,2023-07-18,37.49,-1.55,39.62,257.54
STK039,2024-05-28,42.23,-0.07,158.47,165.92
STK020,2023-01-30,22.67,1.75,277.17,124.72
STK039,2024-11-22,33.42,2.38,70.01,121.39
STK001,2024-06-03,67.36,0.22,93.67,59.21
STK029,2023-05-25,43.15,-0.85,176.96,225.96
STK038,2023-10-10,98.85,4.4,95.36,194.94
STK021,2024-09-23,43.77,0.66,90.03,201.93
STK034,2023-10-08,5.88,2.5,59.87,59.31
STK011,2023-02-28,28.88,-0.27,105.83,87.35
STK008,2023-02-18,2.82,-2.69,240.09,109.66
STK040,2023-04-03,15.13,3.4,272.7,29.38
STK036,2023-02-14,40.47,2.84,130.0,39.82
STK033,2024-03-01,97.44,0.97,26.28,105.64
STK024,2023-03-26,23.9,1.24,53.28,44.35
STK030,2023-04-18,55.82,-2.57,174.49,86.18
STK033,2024-01-25,74.25,-0.23,266.02,296.93
STK010,2024-03-16,49.71,1.26,25.16,188.46
STK005,2023-10-11,77.27,3.92,70.31,169.78
STK016,2023-03-31,30.85,1.81,169.1,299.81
STK004,2023-10-02,85.92,-4.19,250.31,23.37
STK032,2024-09-19,28.0,0.96,22.6,250.22
STK027,2023-12-25,61.96,-2.76,90.8,151.32
STK023,2024-05-09,38.58,-1.73,260.0,190.61
STK004,2023-04-09,21.57,-2.75,45.2,156.11
STK001,2023-08-19,96.78,-2.18,57.46,147.3
STK008,2023-05-31,63.93,4.34,104.2,241.16
STK015,2024-08-27,76.52,0.28,43.82,102.26
STK033,2024-03-22,93.13,3.52,108.09,60.76
STK024,2023-01-05,10.22,-0.64,190.97,142.64
STK014,2023-12-26,20.33,-0.84,274.05,289.31
STK033,2024-03-10,68.59,-0.69,286.5,188.33
STK005,2024-03-30,62.79,-3.18,152.59,259.07
STK023,2024-08-07,7.72,-4.13,146.38,66.64
STK017,2024-06-22,21.41,-3.94,219.4,226.02
STK031,2023-01-06,10.52,-2.62,158.17,113.06
STK027,2024-01-13,53.09,-0.69,194.8,109.61
STK018,2024-02-15,47.96,3.19,278.96,251.79
STK022,2023-07-10,74.57,-3.94,146.85,132.14
STK018,2024-01-04,81.96,3.52,150.9,188.05
STK004,2024-02-23,28.02,-0.37,35.06,276.44
STK018,2024-02-11,15.31,0.83,205.66,219.46
STK025,2024-06-02,87.9,-1.4,39.21,250.6
STK038,2023-11-07,45.6,-1.82,241.6,227.52
STK033,2024-03-30,80.53,2.25,53.31,66.77
STK033,2023-12-16,22.46,-2.17,216.83,21.0
STK001,2023-02-02,18.04,3.04,251.44,139.81
STK014,2024-03-20,2.88,-4.15,39.06,258.9
STK019,2023-10-11,33.72,4.77,229.04,88.13
STK017,2024-08-02,60.3,2.27,171.07,42.64
STK020,2024-02-17,6.84,4.36,229.15,115.95
STK039,2023-11-21,70.19,4.84,72.02,243.42
STK005,2024-06-17,80.26,3.33,267.87,229.61
STK018,2023-06-29,85.17,-1.17,73.66,47.2
STK036,2023-08-10,47.21,3.9,88.05,49.0
STK017,2024-10-28,87.86,0.27,26.08,140.82
STK022,2024-10-20,1.74,0.24,106.09,154.22
STK014,2024-08-26,3.95,4.44,226.67,65.35
STK004,2024-06-01,81.88,1.05,92.53,225.45
STK027,2023-10-13,40.3,-2.23,105.51,99.32
STK005,2024-07-09,16.98,4.97,110.47,102.74
STK014,2023-02-13,96.47,4.42,51.11,196.35
STK029,2023-11-09,49.95,-3.94,122.34,96.95
STK038,2024-02-13,74.05,-0.4,274.25,294.23
STK028,2024-02-06,8.3,-4.24,132.49,96.02
STK001,2023-06-21,84.56,1.09,208.44,199.76
STK004,2023-09-18,58.85,0.25,242.02,40.03
STK007,2024-04-03,16.84,2.95,210.41,240.2
STK036,2024-09-22,12.12,1.65,118.13,226.39
STK025,2023-03-25,84.29,3.32,68.17,256.36
STK001,2023-04-04,72.4,-4.51,182.01,183.94
STK023,2024-01-02,71.44,3.11,261.34,54.04
STK030,2023-06-29,40.52,4.89,279.06,83.49
STK010,2024-08-08,20.65,-4.57,147.42,46.09
STK031,2023-09-16,37.09,4.83,282.21,244.95
STK010,2024-02-29,79.53,3.46,106.9,132.28
STK002,2024-09-25,38.51,-2.97,282.17,208.92
STK036,2024-01-25,25.35,1.01,146.08,267.2
STK017,2023-09-13,59.97,-0.88,273.2,199.6
STK003,2023-01-03,95.67,3.4,129.26,170.26
STK002,2023-01-31,98.04,2.83,87.92,31.0
STK019,2024-09-20,1.41,-1.42,114.14,44.51
STK036,2024-10-25,71.98,0.85,203.3,293.6
STK039,2023-02-22,94.0,1.7,105.8,26.47
STK026,2023-06-23,40.92,1.64,185.41,48.4
STK032,2023-12-02,20.52,4.23,287.67,117.69
STK019,2024-04-05,41.83,1.41,22.55,94.88
STK022,2024-06-15,38.41,-2.77,181.63,253.99
STK004,2023-09-09,34.14,2.71,183.09,133.87
STK011,2023-10-01,54.71,-4.22,259.03,265.99
STK009,2024-08-23,75.36,-2.4,72.07,294.49
STK034,2024-05-07,12.76,-0.08,110.01,296.06
STK008,2023-11-04,3.48,3.4,31.79,25.06
STK032,2024-11-02,75.72,-3.12,196.73,127.19
STK024,2023-06-18,37.77,-0.11,148.48,293.98
STK037,2023-04-29,46.34,-4.28,101.0,89.03
STK005,2023-02-04,70.92,4.97,161.41,215.17
STK032,2024-10-05,60.43,-3.0,153.99,219.22
STK025,2023-03-24,74.45,1.78,94.18,224.75
STK034,2024-06-10,12.89,3.74,171.49,254.03
STK028,2023-10-13,13.23,-2.05,75.5,207.44
STK040,2023-10-05,93.08,0.99,117.39,207.3
STK025,2023-03-30,24.5,3.42,221.17,236.34
STK029,2023-03-17,91.84,0.72,113.42,51.28
STK025,2023-07-04,24.69,-4.82,258.51,236.73
STK014,2024-05-19,92.53,3.02,254.52,259.42
STK039,2023-07-16,14.8,-0.33,139.11,274.1
STK027,2024-05-30,35.94,-4.86,298.02,102.77
STK020,2023-02-17,9.54,-2.26,73.24,138.42
STK017,2023-09-19,73.07,-0.71,23.39,96.74
STK028,2024-02-14,41.93,2.52,98.14,119.46
STK009,2024-08-11,56.31,-4.24,161.76,83.61
STK008,2024-09-07,26.03,3.74,235.92,87.4
STK022,2023-06-18,91.71,-2.43,168.01,33.04
STK007,2024-09-18,67.67,3.31,83.67,105.05
STK037,2023-03-06,53.0,-4.25,163.33,63.37
STK010,2023-11-06,22.86,-4.47,166.17,118.99
STK030,2024-10-23,18.75,-2.32,176.49,214.59
STK013,2023-04-25,60.96,-1.79,262.47,92.49
STK012,2024-08-09,91.05,0.46,99.44,158.7
STK009,2024-08-24,62.09,2.62,67.24,234.69
STK002,2024-05-15,10.82,-0.07,229.49,246.17
STK029,2023-12-18,13.54,0.52,110.84,214.0
STK013,2023-05-12,98.12,1.11,177.65,220.61
STK030,2023-04-27,23.85,2.48,79.31,172.44
STK039,2023-11-23,92.27,-3.1,246.36,244.89
STK016,2023-11-25,95.97,0.59,189.6,205.86
STK012,2024-05-10,46.58,-4.09,107.48,256.65
STK037,2023-10-17,82.69,-2.54,128.25,130.51
STK025,2023-09-29,33.62,0.35,154.14,231.22
STK020,2024-02-12,54.97,-0.58,150.17,215.98
STK026,2023-09-09,26.6,-1.47,168.83,231.35
STK040,2023-02-06,61.02,2.99,258.25,151.08
STK020,2024-10-15,42.26,0.2,70.63,149.58
STK024,2024-08-20,75.2,-0.05,105.97,120.31
STK022,2023-09-03,63.63,-1.94,28.82,33.27
STK037,2024-07-24,68.61,2.15,202.88,228.93
STK017,2024-03-30,57.14,4.83,205.62,290.17
STK030,2023-07-16,46.93,1.94,144.19,211.61
STK013,2023-10-07,50.19,-1.54,272.78,25.92
STK012,2024-08-01,90.01,-4.48,263.16,135.28
STK022,2024-08-05,3.34,-3.23,38.15,127.37
STK033,2023-12-01,8.31,2.93,75.17,157.74
STK010,2023-01-07,52.31,-0.37,193.48,201.4
STK033,2024-07-07,24.27,-4.2,104.87,207.82
STK039,2024-11-18,22.46,1.05,242.77,56.98
STK026,2023-03-28,12.21,3.69,277.15,187.55
STK022,2024-06-16,71.41,2.61,299.57,97.57
STK029,2024-10-27,79.74,2.89,227.1,256.57
STK003,2024-07-03,24.63,-4.45,28.36,253.32
STK016,2024-05-09,86.32,4.59,248.94,66.82
STK031,2024-02-15,59.44,-4.54,87.82,66.84
STK018,2023-10-08,22.18,3.15,56.22,248.21
STK035,2024-06-18,34.36,-0.16,209.24,184.33
STK025,2023-05-28,48.56,-0.42,145.43,25.01
STK009,2023-07-26,92.01,-4.55,48.74,120.74
STK033,2024-04-05,87.54,-1.55,41.54,81.52
STK037,2024-09-11,70.99,1.42,231.06,107.84
STK005,2024-11-19,48.5,1.55,43.99,174.3
STK030,2023-09-15,59.45,-2.4,220.44,80.56
STK034,2023-05-05,6.67,-4.44,274.1,155.6
STK016,2023-04-10,81.76,-4.0,212.91,185.15
STK029,2023-12-25,75.31,4.86,228.01,81.67
STK026,2024-05-06,1.63,4.64,228.51,141.74
STK036,2024-04-04,87.19,-2.88,102.79,272.56
STK026,2023-12-08,25.11,2.99,259.4,259.25
STK009,2023-08-02,89.83,-3.08,231.25,112.58
STK040,2023-08-18,54.88,4.39,159.5,120.61
STK028,2024-05-12,43.08,-4.42,247.3,76.62
STK029,2024-11-21,96.56,-3.25,265.02,88.37
STK009,2023-06-16,43.87,0.49,163.47,42.89
STK036,2024-07-29,50.52,2.88,276.21,37.16
STK020,2023-10-10,31.1,1.32,31.05,223.32
STK031,2023-07-19,76.04,4.44,83.35,101.22
STK013,2024-02-06,32.46,-2.78,185.72,174.45
STK021,2024-02-12,66.57,1.79,172.12,180.86
STK023,2023-02-14,31.95,3.8,231.48,135.3
STK032,2024-01-26,36.75,-2.31,131.79,23.14
STK037,2023-08-04,2.78,-0.32,267.13,230.66
STK002,2024-10-07,73.12,3.77,199.59,82.6
STK009,2023-10-02,59.97,3.94,174.09,94.77
STK015,2023-04-13,22.94,-2.54,72.91,205.18
STK030,2023-10-06,16.68,4.58,94.96,240.72
STK021,2023-03-31,43.9,-0.05,121.66,112.02
STK022,2024-07-04,51.71,-2.47,184.54,55.0
STK006,2024-02-02,32.92,-2.4,244.6,262.43
STK016,2024-01-22,51.27,-4.4,65.98,111.63
STK039,2023-12-13,9.08,-4.54,199.75,181.52
STK010,2024-10-28,49.62,-4.15,117.91,88.89
STK012,2024-10-10,65.85,-0.63,68.95,213.09
STK022,2023-03-14,93.5,1.81,151.21,58.84
STK009,2024-02-07,41.52,-2.61,107.82,109.44
STK031,2023-01-03,33.11,2.58,229.6,237.37
STK033,2024-10-10,48.78,-0.93,79.73,70.6
STK015,2023-07-27,13.97,2.35,210.25,162.95
STK023,2024-03-23,16.19,2.4,79.14,46.25
STK037,2023-03-26,82.72,1.8,260.88,257.96
STK026,2023-01-03,29.67,-2.01,28.32,141.36
STK033,2023-06-30,94.89,1.52,252.44,38.2
STK006,2023-08-01,28.37,4.18,138.03,225.24
STK006,2023-05-20,53.61,4.23,293.56,174.97
STK013,2023-10-12,50.84,-4.29,180.96,114.74
STK007,2023-11-16,80.13,-1.01,190.32,27.78
STK001,2023-07-20,33.12,4.39,208.75,243.91
STK011,2024-10-03,56.86,4.21,186.85,112.56
STK006,2024-04-20,47.09,-0.14,79.51,218.2
STK011,2024-08-19,70.8,1.49,260.16,233.08
STK008,2023-09-07,9.39,2.69,89.02,126.83
STK036,2024-09-11,91.66,4.18,234.18,260.52
STK033,2023-08-29,55.77,-4.22,261.42,104.73
STK015,2024-04-25,39.92,-3.91,50.39,259.05
STK004,2023-04-01,96.19,-0.11,297.26,121.09
STK035,2024-05-26,7.95,-0.88,159.05,105.48
STK009,2023-06-23,72.39,-1.33,46.96,183.99
STK040,2024-04-07,31.33,0.04,286.36,103.25
STK002,2024-02-24,37.6,4.22,70.85,192.04
STK018,2023-08-28,30.42,2.95,260.71,61.2
STK037,2024-07-17,62.89,-0.74,24.72,180.06
STK033,2023-09-21,69.86,0.08,166.92,74.69
STK012,2023-11-08,15.68,1.55,164.29,38.97
STK009,2024-11-01,18.75,-0.83,183.29,220.96
STK035,2023-06-05,50.63,-0.47,156.69,224.26
STK032,2023-07-26,12.4,-2.75,266.35,84.55
STK031,2023-09-22,24.76,4.34,215.87,267.32
STK002,2024-10-27,94.07,-3.1,184.07,168.16
STK033,2024-02-20,22.65,4.49,265.17,149.5
STK007,2024-08-31,50.35,0.05,268.27,131.01
STK016,2023-04-14,85.58,0.28,129.61,101.82
STK013,2023-09-06,67.09,1.81,89.01,264.65
STK018,2024-02-01,46.29,2.99,295.81,244.36
STK032,2024-01-22,55.61,1.39,151.33,93.66
STK004,2023-07-20,53.5,-2.08,220.57,235.6
STK001,2024-03-20,61.91,4.41,239.3,108.68
STK023,2024-01-23,26.71,-4.23,146.04,71.88
STK040,2023-01-09,43.38,-3.81,67.57,48.82
STK040,2024-06-21,1.93,1.61,142.16,37.83
STK006,2023-09-13,98.7,0.09,33.76,211.13
STK011,2024-09-08,64.14,1.93,197.91,68.02
STK010,2023-07-19,11.72,-3.95,65.97,132.45
STK029,2023-12-28,37.38,-2.78,171.57,152.23
STK014,2023-11-26,47.66,2.58,217.77,162.16
STK016,2023-11-03,87.75,-1.02,218.39,265.79
STK016,2024-09-21,9.77,2.75,115.64,237.88
STK008,2023-09-19,87.25,0.66,107.93,181.81
STK036,2024-03-06,58.86,0.54,255.17,30.02
STK016,2024-07-23,36.89,3.17,147.34,63.28
STK037,2024-01-19,61.49,4.86,239.16,53.01
STK018,2023-12-18,75.07,0.14,125.69,177.88
STK033,2023-01-28,81.89,-2.06,258.49,269.01
STK007,2024-05-29,58.91,2.42,242.55,22.88
STK038,2023-02-10,9.67,2.52,42.49,43.52
STK017,2023-02-06,45.87,4.56,58.16,95.19
STK035,2023-07-29,6.61,-4.35,30.08,256.99
STK002,2024-01-04,68.49,4.95,157.01,158.72
STK016,2023-07-26,57.24,1.55,160.68,144.76
STK018,2023-02-11,59.31,-1.05,185.14,100.41
STK012,2023-06-29,85.69,-3.02,274.31,282.64
STK019,2023-02-09,54.26,-3.79,158.05,66.4
STK032,2024-04-28,43.71,-2.54,253.86,211.34
STK005,2023-09-12,40.74,-1.06,49.18,213.49
STK016,2023-01-24,43.29,0.99,42.66,78.44
STK036,2023-09-21,94.98,2.08,223.52,83.22
STK005,2024-06-18,74.32,-0.57,51.0,66.3
STK003,2024-02-04,68.39,4.15,187.62,76.99
STK033,2024-08-23,32.92,4.67,34.62,95.64
STK032,2024-05-07,58.65,3.83,267.22,234.36
STK033,2023-05-16,54.3,-1.95,165.58,176.3
STK037,2023-10-11,87.8,0.79,173.25,206.45
STK032,2023-05-06,20.52,3.0,203.13,137.97
STK013,2024-02-27,56.03,-3.53,38.82,42.78
STK014,2024-11-18,7.61,-4.97,65.93,229.41
STK006,2023-12-04,41.35,-0.02,176.15,78.15
STK009,2023-08-21,81.23,-3.54,211.16,198.24
STK011,2024-01-29,25.46,-0.21,201.61,136.04
STK004,2023-09-09,1.26,2.96,114.41,146.13
STK032,2023-07-13,3.04,-1.27,207.01,224.66
STK029,2024-10-04,11.46,-2.87,280.4,243.43
STK028,2024-08-01,74.18,4.22,38.77,190.38
STK006,2023-05-14,5.67,4.55,105.83,102.42
STK009,2024-04-26,26.34,-2.88,209.01,189.79
STK020,2024-03-04,94.84,1.14,240.04,105.09
STK028,2023-11-04,59.59,2.96,212.52,107.99
STK001,2024-04-09,89.3,2.58,175.41,292.48
STK013,2023-04-20,66.22,-4.32,96.55,82.06
STK036,2023-04-06,18.86,-4.89,49.82,26.37
STK025,2023-05-31,38.48,-4.7,107.48,243.65
STK002,2023-08-08,89.12,0.41,20.0,133.33
STK038,2024-04-05,16.07,-1.44,149.5,88.72
STK005,2023-05-10,10.83,-0.49,231.15,235.37
STK020,2023-06-04,94.42,-0.1,110.41,131.71
STK039,2024-03-06,26.13,-0.12,43.57,279.9
STK014,2023-12-24,27.7,3.0,142.44,288.72
STK039,2024-11-20,30.67,0.23,111.27,156.08
STK033,2023-03-30,92.82,-0.01,279.1,254.26
STK030,2023-02-05,60.46,-1.07,72.18,283.85
STK010,2023-08-02,44.51,-3.67,289.8,117.84
STK019,2023-06-09,73.82,2.47,221.19,241.24
STK020,2023-10-29,69.23,-3.17,23.09,212.86
STK016,2023-05-21,51.63,-4.01,173.16,63.59
STK025,2024-07-15,53.04,4.96,298.73,152.61
STK001,2024-06-09,40.88,1.66,201.8,278.92
STK011,2023-03-11,73.2,-2.81,33.57,31.52
STK025,2023-02-16,56.15,-2.77,197.74,225.14
STK031,2023-10-05,63.66,-3.63,155.7,99.8
STK038,2024-08-31,55.02,-3.81,228.2,176.58
STK036,2023-08-30,65.18,0.01,219.49,67.29
STK027,2023-07-06,73.46,2.19,101.91,54.88
STK021,2024-01-07,40.06,-0.22,48.31,26.43
STK011,2024-06-17,81.71,-2.65,139.99,34.04
STK001,2024-01-21,87.61,-1.55,90.28,297.46
STK025,2023-07-24,81.78,-1.8,111.25,71.05
STK005,2023-11-21,57.72,2.43,126.68,278.25
STK004,2023-11-21,64.23,4.07,57.49,32.56
STK025,2024-07-15,4.12,1.31,274.88,67.13
STK021,2023-05-08,87.63,4.06,84.07,200.38
STK031,2023-07-16,66.38,-3.68,246.32,70.91
STK039,2023-02-26,94.25,-4.97,213.58,158.08
STK026,2024-09-21,65.4,4.55,188.59,63.88
STK028,2024-05-30,2.62,2.55,150.06,276.32
STK015,2023-02-12,93.46,0.71,180.53,111.34
STK014,2023-08-13,38.2,2.93,91.35,95.76
STK027,2023-03-29,36.24,-3.18,117.02,258.21
STK007,2024-08-18,65.27,-0.03,157.18,140.26
STK028,2023-10-01,72.38,2.54,160.08,237.07
STK011,2024-10-15,83.96,2.8,25.2,234.73
STK028,2023-05-09,12.37,4.01,68.22,236.99
STK034,2024-03-11,20.4,-2.61,281.88,144.47
STK037,2023-07-28,8.64,-2.32,165.82,269.25
STK004,2023-11-06,27.93,2.7,286.64,135.04
STK025,2023-10-11,36.69,-4.42,281.49,267.97
STK010,2024-02-23,88.86,1.58,188.81,270.35
STK033,2024-11-28,1.06,-4.56,93.66,62.57
STK015,2023-08-01,28.69,-1.33,219.84,213.98
STK025,2023-07-12,36.06,4.19,201.13,102.75
STK031,2024-03-01,17.24,-1.08,62.95,163.62
STK040,2024-01-21,65.32,-0.36,84.56,251.5
STK039,2024-11-04,84.9,-0.91,291.36,191.24
STK016,2023-11-29,39.24,2.81,270.19,213.14
STK007,2023-08-23,58.51,-0.34,109.97,105.52
STK018,2024-09-18,38.67,-0.49,239.48,152.32
STK015,2024-04-12,6.72,-1.36,299.06,159.95
STK015,2023-02-27,65.17,-4.49,274.37,58.81
STK031,2024-03-26,14.25,1.34,44.6,196.57
STK021,2024-10-13,39.98,2.93,252.74,156.08
STK005,2023-06-22,43.32,-2.76,113.53,151.69
STK014,2023-09-06,11.89,-2.47,27.78,91.94
STK001,2023-01-07,42.62,-2.5,65.51,60.54
STK012,2024-11-09,10.84,4.3,81.89,183.08
STK034,2024-03-12,11.07,-4.83,172.59,177.14
STK004,2024-01-28,75.59,-1.71,207.85,86.32
STK024,2023-07-25,90.81,0.28,122.4,75.72
STK009,2024-11-11,25.95,1.99,170.85,240.82
STK032,2023-05-23,99.72,-0.68,253.27,75.51
STK025,2024-05-18,32.12,1.19,277.94,187.73
STK007,2024-07-30,69.86,-1.68,251.31,108.9
STK020,2024-11-14,75.56,3.18,24.16,156.89
STK028,2023-08-13,59.05,4.96,213.18,117.79
STK038,2023-12-07,89.43,-3.22,74.69,186.46
STK018,2023-07-25,91.7,-3.67,28.12,117.73
STK031,2024-02-08,38.93,-2.54,83.04,259.89
STK001,2023-04-19,59.2,-1.15,157.77,45.76
STK035,2024-07-17,27.88,2.8,94.55,170.59
STK013,2023-03-05,38.39,4.8,60.47,268.7
STK002,2023-12-18,89.56,-1.25,205.98,164.76
STK011,2024-07-28,73.05,1.96,71.87,95.48
STK035,2023-02-08,89.0,-3.16,106.75,218.61
STK026,2023-02-03,20.89,3.95,106.33,110.18
STK036,2024-01-03,85.56,3.71,107.8,290.65
STK003,2023-03-14,18.86,-1.1,103.55,80.38
STK038,2024-07-16,25.65,-4.69,270.19,203.35
STK034,2024-02-25,62.98,-1.41,269.64,46.96
STK036,2024-10-25,36.89,4.13,145.85,281.48
STK039,2023-07-23,38.23,-3.19,104.65,201.3
STK001,2023-04-29,63.01,-4.45,228.13,298.6
STK017,2024-11-01,50.28,-0.1,99.62,240.51
STK030,2024-03-26,54.53,-1.19,88.88,25.11
STK033,2023-03-08,52.38,-1.18,286.3,184.18
STK015,2023-08-12,62.83,2.66,104.35,246.09
STK021,2024-11-04,99.99,0.95,76.3,215.08
STK014,2023-12-21,92.43,-4.18,115.78,122.48
STK010,2023-09-18,8.83,2.29,144.7,67.24
STK022,2024-07-09,62.83,-1.84,279.96,27.09
STK037,2023-05-26,16.29,4.4,126.22,286.22
STK034,2023-05-14,74.92,1.33,86.03,204.15
STK033,2023-04-26,88.51,-2.32,291.76,235.11
STK013,2023-07-08,55.29,2.81,114.99,188.64
STK034,2024-11-21,5.65,-3.11,77.34,224.35
STK036,2023-11-19,64.8,4.66,247.61,62.78
STK037,2024-01-10,63.52,-2.83,113.78,140.7
STK027,2023-03-04,1.32,-1.41,256.68,294.26
STK006,2023-02-17,80.56,3.38,283.49,126.55
STK038,2024-02-14,34.31,-4.36,93.8,271.04
STK018,2024-11-12,49.17,0.04,130.98,20.3
STK008,2023-05-12,74.6,1.78,184.94,146.08
STK016,2024-10-07,60.67,-3.78,243.97,246.03
STK025,2023-08-05,48.03,1.75,71.51,76.44
STK007,2023-10-27,3.1,-1.36,201.47,31.26
STK022,2023-03-26,45.59,4.51,115.2,42.25
STK026,2023-03-21,3.09,4.9,155.66,268.16
STK038,2024-07-27,84.48,2.96,87.72,195.0
STK028,2023-04-03,61.08,1.85,163.93,237.38
STK031,2024-07-16,73.12,2.79,88.02,147.16
STK027,2023-04-25,86.16,2.31,243.55,206.16
STK037,2024-01-06,56.91,-4.84,268.47,64.48
STK018,2023-04-26,55.0,-4.16,171.68,84.08
STK039,2024-04-26,68.97,-4.49,158.26,99.48
STK002,2023-09-08,62.39,-0.57,71.55,288.04
STK012,2023-09-10,27.8,1.64,45.59,245.96
STK020,2023-08-11,54.29,-4.82,147.77,241.61
STK037,2023-05-24,20.95,-1.5,272.08,236.56
STK034,2024-08-25,10.37,-0.67,114.54,223.4
STK039,2023-07-09,15.43,3.36,90.45,50.52
STK010,2024-01-06,72.86,2.37,30.16,91.31
STK036,2024-03-19,9.95,-3.52,46.33,85.77
STK039,2023-01-26,33.18,-0.87,140.63,142.65
STK032,2023-03-26,67.53,4.41,77.67,165.44
STK038,2024-09-12,5.63,-1.11,196.88,184.28
STK037,2023-10-26,64.39,-1.09,129.16,178.95
STK020,2023-01-09,32.38,1.62,34.26,225.78
STK016,2024-03-08,91.77,3.54,129.97,43.18
STK029,2023-09-22,5.07,-0.21,92.72,184.34
STK005,2023-05-02,84.92,3.3,75.45,28.06
STK008,2023-12-30,57.71,3.6,143.01,132.0
STK019,2023-08-22,79.08,2.49,27.81,151.43
STK008,2024-10-05,80.85,-3.42,281.66,124.87
STK023,2023-02-11,81.58,-0.79,241.13,42.05
STK039,2023-04-20,73.3,-0.68,30.63,196.75
STK040,2023-07-20,57.34,2.0,34.43,117.26
STK020,2023-11-11,16.68,4.39,109.64,52.68
STK009,2023-02-25,24.92,1.41,251.99,139.13
STK022,2023-08-13,20.67,-1.68,101.53,140.65
STK017,2024-10-20,17.83,4.98,123.63,98.84
STK021,2023-12-22,16.59,-2.03,214.32,260.88
